"","Time","Li7","Be9","B11","Mg24","Al27","Ca43","Ca44","Mn55","Cu65","Zn66","Sr88","Ba137","U238","backCorrLi7","backCorrBe9","backCorrB11","backCorrMg24","backCorrAl27","backCorrCa43","backCorrCa44","backCorrMn55","backCorrCu65","backCorrZn66","backCorrSr88","backCorrBa137"
"290",45.282,1,0,3,849.75,415.66,1305.54,21354.55,727.05,3,5,5222.9,3,0,-1,0,3,830.75,381.66,1294.54,21253.51,687.04,3,5,5222.9,3
"291",45.438,2,0,1,874.91,314.38,1184.39,19714.44,714.98,1,2,5198.94,3,0,0,0,1,855.91,280.38,1173.39,19613.4,674.97,1,2,5198.94,3
"292",45.594,5,0,0,937.34,499.95,1354.04,23556.85,914.24,2,7,4487.4,0,0,3,0,0,918.34,465.95,1343.04,23455.81,874.23,2,7,4487.4,0
"293",45.75,1,0,3,869.88,450.78,1362.12,23537.2,956.54,4,4,5439.78,2,1,-1,0,3,850.88,416.78,1351.12,23436.16,916.53,4,4,5439.78,2
"294",45.906,0,0,2,882.96,332.42,1261.11,22701.42,918.27,1,8,5248.95,1,2,-2,0,2,863.96,298.42,1250.11,22600.38,878.26,1,8,5248.95,1
"295",46.0621,2,0,1,699.86,193.14,1037.13,18853.97,960.57,2,4,4935.68,3,2,0,0,1,680.86,159.14,1026.13,18752.93,920.56,2,4,4935.68,3
"296",46.2181,1,0,0,644.58,190.14,1193.47,19233.92,685.82,0,4,4038.61,3,0,-1,0,0,625.58,156.14,1182.47,19132.88,645.81,0,4,4038.61,3
"297",46.3741,6,0,2,842.7,271.28,1353.03,21250.42,779.35,1,6,4337.29,2,0,4,0,2,823.7,237.28,1342.03,21149.38,739.34,1,6,4337.29,2
"298",46.5301,0,0,5,719.97,206.16,1315.65,22089.51,836.71,1,4,4755.97,2,0,-2,0,5,700.97,172.16,1304.65,21988.47,796.7,1,4,4755.97,2
"299",46.6861,2,0,0,576.26,135.07,1060.32,19877.14,691.86,3,4,4589.99,1,0,0,0,0,557.26,101.07,1049.32,19776.1,651.85,3,4,4589.99,1
"300",46.8421,2,0,4,635.54,134.07,1076.45,18698.51,691.86,4,4,4375.57,2,0,0,0,4,616.54,100.07,1065.45,18597.47,651.85,4,4,4375.57,2
"301",46.9981,1,0,3,685.79,168.11,1186.41,20606.33,712.97,1,4,3841.6,3,0,-1,0,3,666.79,134.11,1175.41,20505.29,672.96,1,4,3841.6,3
"302",47.1541,3,0,0,710.92,202.16,1210.63,22304.65,864.9,2,9,4372.47,2,0,1,0,0,691.92,168.16,1199.63,22203.61,824.89,2,9,4372.47,2
"303",47.3102,2,0,2,622.47,234.21,1310.59,20460.45,808.53,2,4,5388.66,1,1,0,0,2,603.47,200.21,1299.59,20359.41,768.52,2,4,5388.66,1
"304",47.4662,3,0,3,685.79,119.05,1066.37,18133.02,767.28,4,5,4566.15,4,0,1,0,3,666.79,85.05,1055.37,18031.98,727.27,4,5,4566.15,4
"305",47.6222,5,0,0,695.84,166.11,1301.5,19236.62,627.53,0,3,3918.93,3,1,3,0,0,676.84,132.11,1290.5,19135.58,587.52,0,3,3918.93,3
"306",47.7782,3,0,0,616.45,471.85,1199.53,21595.73,706.94,1,2,4149.11,3,0,1,0,0,597.45,437.85,1188.53,21494.69,666.93,1,2,4149.11,3
"307",47.9342,1,0,2,619.46,144.08,1199.53,22688.77,719,0,2,5961.58,3,1,-1,0,2,600.46,110.08,1188.53,22587.73,678.99,0,2,5961.58,3
"308",48.0902,2,0,4,572.25,270.28,1035.12,19538.71,596.38,0,2,5898.73,1,0,0,0,4,553.25,236.28,1024.12,19437.67,556.37,0,2,5898.73,1
"309",48.2462,1,0,2,528.06,272.28,1014.96,16117.5,625.52,1,5,3747.85,0,0,-1,0,2,509.06,238.28,1003.96,16016.46,585.51,1,5,3747.85,0
"310",48.4022,1,0,2,489.91,100.04,993.8,29387.27,526.07,2,3,3541,1,0,-1,0,2,470.91,66.04,982.8,29286.23,486.06,2,3,3541,1
"311",48.5583,1,0,2,896.05,152.09,1209.62,18636.99,572.27,1,1,3682.98,21,1,-1,0,2,877.05,118.09,1198.62,18535.95,532.26,1,1,3682.98,21
"312",48.7143,2,0,4,553.16,137.07,1128.9,19633.26,640.59,1,2,4506.05,0,2,0,0,4,534.16,103.07,1117.9,19532.22,600.58,1,2,4506.05,0
"313",48.8703,3,0,2,572.25,153.09,1105.7,19304.16,604.42,1,1,4094.37,2,0,1,0,2,553.25,119.09,1094.7,19203.12,564.41,1,1,4094.37,2
"314",49.0263,5,0,2,606.4,199.15,1341.91,21373.09,798.47,1,2,4387.99,1,2,3,0,2,587.4,165.15,1330.91,21272.05,758.46,1,2,4387.99,1
"315",49.1823,8,0,3,584.3,171.11,1491.54,21805.11,674.76,0,1,4540.24,3,0,6,0,3,565.3,137.11,1480.54,21704.07,634.75,0,1,4540.24,3
"316",49.3383,1,0,2,584.3,211.17,1306.55,29983.95,702.92,2,0,6387.69,4,0,-1,0,2,565.3,177.17,1295.55,29882.91,662.91,2,0,6387.69,4
"317",49.4943,3,0,0,544.13,725,1247.98,23788.57,660.69,3,3,4922.17,3,1,1,0,0,525.13,691,1236.98,23687.53,620.68,3,3,4922.17,3
"318",49.6503,2,0,1,628.5,121.06,1277.26,21792.21,681.8,1,5,5100.03,1,0,0,0,1,609.5,87.06,1266.26,21691.17,641.79,1,5,5100.03,1
"319",49.8064,3,0,3,584.3,147.08,1371.22,21337.36,712.97,6,5,4557.86,6,0,1,0,3,565.3,113.08,1360.22,21236.32,672.96,6,5,4557.86,6
"320",49.9624,0,0,2,644.58,167.11,1480.41,22803.22,939.42,2,7,4773.62,3,0,-2,0,2,625.58,133.11,1469.41,22702.18,899.41,2,7,4773.62,3
"321",50.1184,7,0,4,608.41,298.34,1407.6,23843.71,696.88,1,0,5017.83,3,1,5,0,4,589.41,264.34,1396.6,23742.67,656.87,1,0,5017.83,3
"322",50.2744,7,0,3,615.44,567.23,1251.01,22050.46,686.83,1,1,5179.15,3,0,5,0,3,596.44,533.23,1240.01,21949.42,646.82,1,1,5179.15,3
"323",50.4304,2,0,1,640.56,414.66,1279.28,22337.69,689.84,0,2,5132.3,1,0,0,0,1,621.56,380.66,1268.28,22236.65,649.83,0,2,5132.3,1
"324",50.5864,1,0,0,777.3,193.14,1365.15,21905.8,761.25,0,3,4797.5,3,0,-1,0,0,758.3,159.14,1354.15,21804.76,721.24,0,3,4797.5,3
"325",50.7424,1,0,1,760.2,282.3,1334.84,22481.61,701.91,0,1,5204.15,9,1,-1,0,1,741.2,248.3,1323.84,22380.57,661.9,0,1,5204.15,9
"326",50.8985,1,0,0,546.14,163.1,1364.14,22714.07,787.4,1,1,6064.31,3,0,-1,0,0,527.14,129.1,1353.14,22613.03,747.39,1,1,6064.31,3
"327",51.0545,0,0,2,811.5,166.11,1429.85,21618.33,773.32,1,4,4944,6,0,-2,0,2,792.5,132.11,1418.85,21517.29,733.31,1,4,4944,6
"328",51.2105,2,0,1,725,151.09,1661.59,32077.2,628.53,0,0,5148.95,0,0,0,0,1,706,117.09,1650.59,31976.16,588.52,0,0,5148.95,0
"329",51.3665,1,0,0,692.83,152.09,1464.23,23809.32,711.96,2,3,5156.24,2,1,-1,0,0,673.83,118.09,1453.23,23708.28,671.95,2,3,5156.24,2
"330",51.5225,4,0,1,774.28,168.11,1575.52,25000.24,824.63,4,4,5192.69,1,0,2,0,1,755.28,134.11,1564.52,24899.2,784.62,4,4,5192.69,1
"331",51.6785,3,0,0,742.09,132.07,1186.41,22822.26,641.6,3,1,5368.84,7,3,1,0,0,723.09,98.07,1175.41,22721.22,601.59,3,1,5368.84,7
"332",51.8345,1,0,4,719.97,146.08,1484.45,32279.09,735.09,1,3,5376.14,5,0,-1,0,4,700.97,112.08,1473.45,32178.05,695.08,1,3,5376.14,5
"333",51.9905,2,0,4,775.29,180.12,1469.28,26854.15,805.51,3,4,5345.9,5,1,0,0,4,756.29,146.12,1458.28,26753.11,765.5,3,4,5345.9,5
"334",52.1466,1,0,2,982.67,214.18,1440.97,26942.93,819.6,0,11,5654.94,3,2,-1,0,2,963.67,180.18,1429.97,26841.89,779.59,0,11,5654.94,3
"335",52.3026,4,0,1,772.27,163.1,1528.97,26039.62,840.74,1,0,5788.81,6,0,2,0,1,753.27,129.1,1517.97,25938.58,800.73,1,0,5788.81,6
"336",52.4586,5,0,2,737.07,170.11,1390.42,22861.19,771.31,0,4,5665.39,5,0,3,0,2,718.07,136.11,1379.42,22760.15,731.3,0,4,5665.39,5
"337",52.6146,1,0,4,807.48,210.17,1415.69,22519.06,816.58,2,3,4954.39,3,3,-1,0,4,788.48,176.17,1404.69,22418.02,776.57,2,3,4954.39,3
"338",52.7706,1,0,2,888,293.33,1532,24499.58,819.6,2,1,5258.33,7,1,-1,0,2,869,259.33,1521,24398.54,779.59,2,1,5258.33,7
"339",52.9266,5,0,3,860.82,1228.74,1577.54,28954.15,915.24,4,2,6465.51,5,1,3,0,3,841.82,1194.74,1566.54,28853.11,875.23,4,2,6465.51,5
"340",53.0826,6,0,2,845.72,215.18,1347.98,23626.72,824.63,5,4,5989.88,4,3,4,0,2,826.72,181.18,1336.98,23525.68,784.62,5,4,5989.88,4
"341",53.2386,4,0,0,766.23,185.13,1332.82,23009.77,786.4,1,0,6168.17,5,0,2,0,0,747.23,151.13,1321.82,22908.73,746.39,1,0,6168.17,5
"342",53.3947,2,0,2,851.76,165.1,1370.21,23131.47,729.06,0,5,5497.19,5,0,0,0,2,832.76,131.1,1359.21,23030.43,689.05,0,5,5497.19,5
"343",53.5507,4,0,1,813.52,184.13,1735.55,25948.01,832.69,0,1,7000.98,4,0,2,0,1,794.52,150.13,1724.55,25846.97,792.68,0,1,7000.98,4
"344",53.7067,3,0,0,783.33,197.15,1412.66,23165.48,788.41,3,0,5347.98,3,1,1,0,0,764.33,163.15,1401.66,23064.44,748.4,3,0,5347.98,3
"345",53.8627,1,0,3,778.3,140.07,1284.33,21242.56,812.56,0,2,5669.58,7,0,-1,0,3,759.3,106.07,1273.33,21141.52,772.55,0,2,5669.58,7
"346",54.0187,4,0,0,850.75,149.08,1289.38,21481.4,670.74,2,2,5215.61,2,1,2,0,0,831.75,115.08,1278.38,21380.36,630.73,2,2,5215.61,2
"347",54.1747,1,0,1,793.39,148.08,1425.8,22415.54,758.23,2,1,5252.08,2,0,-1,0,1,774.39,114.08,1414.8,22314.5,718.22,2,1,5252.08,2
"348",54.3307,4,0,1,754.16,160.1,1409.63,24002.12,795.45,0,2,5450.22,4,0,2,0,1,735.16,126.1,1398.63,23901.08,755.44,0,2,5450.22,4
"349",54.4868,1,0,2,780.32,166.11,1243.94,22720.46,803.5,0,2,5523.3,3,0,-1,0,2,761.32,132.11,1232.94,22619.42,763.49,0,2,5523.3,3
"350",54.6428,5,0,0,795.41,148.08,1286.35,22359.05,933.37,1,4,5391.79,3,0,3,0,0,776.41,114.08,1275.35,22258.01,893.36,1,4,5391.79,3
"351",54.7988,2,0,0,1020.96,151.09,1334.84,22496.59,710.96,4,3,5036.55,2,0,0,0,0,1001.96,117.09,1323.84,22395.55,670.95,4,3,5036.55,2
"352",54.9548,3,0,6,763.22,151.09,1306.55,23273.55,747.16,1,4,4914.89,0,0,1,0,6,744.22,117.09,1295.55,23172.51,707.15,1,4,4914.89,0
"353",55.1108,1,0,2,815.53,150.09,1173.29,21178.7,639.59,0,0,5110.44,3,1,-1,0,2,796.53,116.09,1162.29,21077.66,599.58,0,0,5110.44,3
"354",55.2668,7,0,1,970.58,171.11,1124.86,21465.32,684.82,1,0,5544.18,5,0,5,0,1,951.58,137.11,1113.86,21364.28,644.81,1,0,5544.18,5
"355",55.4228,4,0,2,778.3,187.13,1298.47,21833.72,740.12,4,1,4848.39,2,0,2,0,2,759.3,153.13,1287.47,21732.68,700.11,4,1,4848.39,2
"356",55.5788,2,0,4,824.59,154.09,1943.47,21833.72,684.82,3,3,4958.55,6,1,0,0,4,805.59,120.09,1932.47,21732.68,644.81,3,3,4958.55,6
"357",55.7349,5,0,0,788.36,151.09,1219.71,19806.54,715.99,3,2,5018.87,4,0,3,0,0,769.36,117.09,1208.71,19705.5,675.98,3,2,5018.87,4
"358",55.8909,1,0,5,919.21,144.08,1195.49,19704.49,635.57,0,1,4635.62,3,2,-1,0,5,900.21,110.08,1184.49,19603.45,595.56,0,1,4635.62,3
"359",56.0469,2,0,2,753.16,182.13,1167.23,20107.03,645.62,1,0,4546.46,2,0,0,0,2,734.16,148.13,1156.23,20005.99,605.61,1,0,4546.46,2
"360",56.2029,0,0,3,764.22,267.27,1357.07,19821.15,704.93,1,4,4662.58,5,1,-2,0,3,745.22,233.27,1346.07,19720.11,664.92,1,4,4662.58,5
"361",56.3589,2,0,0,808.49,267.27,1088.55,20544.2,758.23,4,1,4825.54,2,0,0,0,0,789.49,233.27,1077.55,20443.16,718.22,4,1,4825.54,2
"362",56.5149,3,0,1,702.88,220.19,1058.3,20302.03,728.05,1,4,4536.1,2,0,1,0,1,683.88,186.19,1047.3,20200.99,688.04,1,4,4536.1,2
"363",56.6709,1,0,2,759.19,201.15,963.57,44573.45,649.64,2,3,5101.07,9,1,-1,0,2,740.19,167.15,952.57,44472.41,609.63,2,3,5101.07,9
"364",56.827,3,0,1,763.22,226.2,1122.84,19007.6,662.7,3,2,4871.25,4,1,1,0,1,744.22,192.2,1111.84,18906.56,622.69,3,2,4871.25,4
"365",56.983,3,7,0,802.45,223.19,1089.56,19447.22,739.12,1,1,4433.55,2,1,1,7,0,783.45,189.19,1078.56,19346.18,699.11,1,1,4433.55,2
"366",57.139,3,0,2,842.7,236.21,1202.55,19628.35,637.58,1,7,3968.44,5,1,1,0,2,823.7,202.21,1191.55,19527.31,597.57,1,7,3968.44,5
"367",57.295,1,0,0,712.93,219.18,1263.13,19565.6,730.07,1,1,4451.15,4,2,-1,0,0,693.93,185.18,1252.13,19464.56,690.06,1,1,4451.15,4
"368",57.451,3,0,1,777.3,215.18,1026.05,18452.54,587.34,2,2,3915.83,5,0,1,0,1,758.3,181.18,1015.05,18351.5,547.33,2,2,3915.83,5
"369",57.607,4,0,2,774.28,198.15,1276.25,18285.53,639.59,2,0,3993.2,0,0,2,0,2,755.28,164.15,1265.25,18184.49,599.58,2,0,3993.2,0
"370",57.763,3,0,0,705.9,202.16,1024.03,16153.23,605.42,1,1,3944.71,5,1,1,0,0,686.9,168.16,1013.03,16052.19,565.41,1,1,3944.71,5
"371",57.919,1,0,0,639.56,216.18,942.41,15400.35,611.45,0,2,3884.9,1,0,-1,0,0,620.56,182.18,931.41,15299.31,571.44,0,2,3884.9,1
"372",58.0751,2,0,2,711.93,345.46,942.41,15462.73,580.31,2,2,3405.34,5,0,0,0,2,692.93,311.46,931.41,15361.69,540.3,2,2,3405.34,5
"373",58.2311,2,0,1,667.7,220.19,850.78,15370.51,543.14,1,2,3069.9,4,0,0,0,1,648.7,186.19,839.78,15269.47,503.13,1,2,3069.9,4
"374",58.3871,1,0,1,597.36,263.26,803.48,13298.99,491.94,2,2,3011.51,7,0,-1,0,1,578.36,229.26,792.48,13197.95,451.93,2,2,3011.51,7
"375",58.5431,1,0,1,560.19,199.15,724.02,12744.55,661.7,5,1,2868.23,2,0,-1,0,1,541.19,165.15,713.02,12643.51,621.69,5,1,2868.23,2
"376",58.6991,0,0,0,486.9,208.17,641.58,12699.85,468.85,1,1,2757.81,2,1,-2,0,0,467.9,174.17,630.58,12598.81,428.84,1,1,2757.81,2
