"","Time","Li7","Be9","B11","Mg24","Al27","Ca43","Ca44","Mn55","Cu65","Zn66","Sr88","Ba137","U238","backCorrLi7","backCorrBe9","backCorrB11","backCorrMg24","backCorrAl27","backCorrCa43","backCorrCa44","backCorrMn55","backCorrCu65","backCorrZn66","backCorrSr88","backCorrBa137"
"240",37.4817,3,0,1,1528.87,719.98,6631.46,120625.83,735.09,6,3,21053.85,71.02,1,2,0,1,1510.87,688.98,6622.46,120534.8,692.08,6,3,21053.85,71.02
"241",37.6377,3,0,0,1714.14,710.93,6545.24,108914.27,730.07,8,3,24219.59,74.02,0,2,0,0,1696.14,679.93,6536.24,108823.24,687.06,8,3,24219.59,74.02
"242",37.7938,2,0,2,1407.52,758.19,6438.06,118660.91,756.22,5,4,23732.66,120.06,3,1,0,2,1389.52,727.19,6429.06,118569.88,713.21,5,4,23732.66,120.06
"243",37.9498,5,0,3,1394.38,640.56,5310.64,100999.2,667.73,2,1,24299.81,95.04,1,4,0,3,1376.38,609.56,5301.64,100908.17,624.72,2,1,24299.81,95.04
"244",38.1058,3,0,3,1471.21,721.99,5841.78,104341.2,550.17,7,3,17615.43,85.03,0,2,0,3,1453.21,690.99,5832.78,104250.17,507.16,7,3,17615.43,85.03
"245",38.2618,1,0,2,1436.83,732.04,6422.31,106366.78,765.27,6,3,21753.06,63.02,0,0,0,2,1418.83,701.04,6413.31,106275.75,722.26,6,3,21753.06,63.02
"246",38.4178,4,0,0,1415.6,703.89,6323.63,111996.3,686.83,8,3,21400.48,89.03,2,3,0,0,1397.6,672.89,6314.63,111905.27,643.82,8,3,21400.48,89.03
"247",38.5738,3,0,2,1312.54,567.23,5931.73,107106.77,773.32,6,2,23349.12,79.03,0,2,0,2,1294.54,536.23,5922.73,107015.74,730.31,6,2,23349.12,79.03
"248",38.7298,3,0,3,1303.45,490.92,4920.69,81866.95,559.21,3,1,19658.47,66.02,1,2,0,3,1285.45,459.92,4911.69,81775.92,516.2,3,1,19658.47,66.02
"249",38.8858,5,0,4,1422.68,543.13,6143.26,109346.89,758.23,4,5,18062.71,59.01,2,4,0,4,1404.68,512.13,6134.26,109255.86,715.22,4,5,18062.71,59.01
"250",39.0419,3,0,2,1344.86,527.06,6220.83,102811.97,893.09,8,3,20421.28,73.02,0,2,0,2,1326.86,496.06,6211.83,102720.94,850.08,8,3,20421.28,73.02
"251",39.1979,7,0,3,1262.05,578.28,6103.44,112009.32,1254.08,8,4,21517.29,51.01,1,6,0,3,1244.05,547.28,6094.44,111918.29,1211.07,8,4,21517.29,51.01
"252",39.3539,7,0,3,1169.19,479.88,4399.44,84596.55,794.45,5,3,17269.1,41.01,2,6,0,3,1151.19,448.88,4390.44,84505.52,751.44,5,3,17269.1,41.01
"253",39.5099,4,0,6,1512.68,399.61,5076.53,83161.14,784.38,4,2,20696.38,57.01,3,3,0,6,1494.68,368.61,5067.53,83070.11,741.37,4,2,20696.38,57.01
"254",39.6659,5,0,7,1692.86,403.62,6135.92,103381.63,884.03,10,2,17525.61,33,0,4,0,7,1674.86,372.62,6126.92,103290.6,841.02,10,2,17525.61,33
"255",39.8219,4,0,3,1090.52,352.47,5277.32,129075.82,961.58,6,3,19776.35,29,0,3,0,3,1072.52,321.47,5268.32,128984.79,918.57,6,3,19776.35,29
"256",39.9779,3,0,7,1342.84,308.36,4915.5,80853.48,1129.94,5,6,21589.73,31,0,2,0,7,1324.84,277.36,4906.5,80762.45,1086.93,5,6,21589.73,31
"257",40.1339,2,0,3,1396.4,462.82,5074.46,121846.58,858.86,3,6,17162.81,22,1,1,0,3,1378.4,431.82,5065.46,121755.55,815.85,3,6,17162.81,22
"258",40.29,4,0,4,1645.26,600.37,5177.41,96254.57,1005.92,7,7,16805.65,33,0,3,0,4,1627.26,569.37,5168.41,96163.54,962.91,7,7,16805.65,33
"259",40.446,3,0,2,1819.54,822.58,6437.01,109871.13,1334.89,9,5,20347.46,18,1,2,0,2,1801.54,791.58,6428.01,109780.1,1291.88,9,5,20347.46,18
"260",40.602,3,0,2,1626.02,731.04,5285.65,98583.1,1201.59,5,7,21406.88,25,0,2,0,2,1608.02,700.04,5276.65,98492.07,1158.58,5,7,21406.88,25
"261",40.758,7,0,3,1669.57,781.33,4848.03,88675.11,1315.69,7,134.07,23216.6,33,2,6,0,3,1651.57,750.33,4839.03,88584.08,1272.68,7,134.07,23216.6,33
"262",40.914,4,0,1,1899.67,1004.84,5332.51,86287.75,1132.97,7,6,20382.85,24,2,3,0,1,1881.67,973.84,5323.51,86196.72,1089.96,7,6,20382.85,24
"263",41.07,11,0,4,2043.81,1035.08,5505.53,90531.11,1302.56,4,7,18864.71,27,1,10,0,4,2025.81,1004.08,5496.53,90440.08,1259.55,4,7,18864.71,27
"264",41.226,2,0,8,2115.94,960.51,5359.6,97350.56,1439,4,8,22221.38,27,3,1,0,8,2097.94,929.51,5350.6,97259.53,1395.99,4,8,22221.38,27
"265",41.3821,6,0,3,1756.69,808.49,5120.2,86678.26,1371.27,5,4,22011.85,21,0,5,0,3,1738.69,777.49,5111.2,86587.23,1328.26,5,4,22011.85,21
"266",41.5381,5,0,3,1798.25,845.72,4857.37,121041.51,1262.16,14,6,19581.46,28,0,4,0,3,1780.25,814.72,4848.37,120950.48,1219.15,14,6,19581.46,28
"267",41.6941,5,0,4,2169.81,1117.75,5234.64,94011.51,1278.32,6,2,17796.14,19,2,4,0,4,2151.81,1086.75,5225.64,93920.48,1235.31,6,2,17796.14,19
"268",41.8501,7,0,9,2179.98,1095.57,5543.08,100999.44,1462.26,9,6,20557.76,28,2,6,0,9,2161.98,1064.57,5534.08,100908.41,1419.25,9,6,20557.76,28
"269",42.0061,5,0,4,2065.14,1176.26,5733.09,100364.07,1487.55,12,7,22998.22,38.01,0,4,0,4,2047.14,1145.26,5724.09,100273.04,1444.54,12,7,22998.22,38.01
"270",42.1621,2,0,3,1930.11,909.15,4741.18,87991.23,1408.67,6,5,23000.51,23,2,1,0,3,1912.11,878.15,4732.18,87900.2,1365.66,6,5,23000.51,23
"271",42.3181,8,0,1,2326.47,1243.89,5018.33,82112.43,1238.94,3,2,20277.93,17,0,7,0,1,2308.47,1212.89,5009.33,82021.4,1195.93,3,2,20277.93,17
"272",42.4741,5,0,8,2441.53,1478.31,5307.52,89481.78,1419.79,4,7,17727.21,32,1,4,0,8,2423.53,1447.31,5298.52,89390.75,1376.78,4,7,17727.21,32
"273",42.6302,5,0,4,2383.48,1714.16,5284.61,98134.64,1634.32,8,4,21120.03,24,2,4,0,4,2365.48,1683.16,5275.61,98043.61,1591.31,8,4,21120.03,24
"274",42.7862,7,0,5,2228.79,1436.85,5298.15,89491.23,1482.49,4,7,22399.05,32,4,6,0,5,2210.79,1405.85,5289.15,89400.2,1439.48,4,7,22399.05,32
"275",42.9422,9,0,4,2123.06,1527.87,4225.8,76338.62,1447.09,8,4,22480.03,17,2,8,0,4,2105.06,1496.87,4216.8,76247.59,1404.08,8,4,22480.03,17
"276",43.0982,12,0,7,2573.01,2206.45,4621.99,78740.59,1710.29,7,6,18125.69,33,0,11,0,7,2555.01,2175.45,4612.99,78649.56,1667.28,7,6,18125.69,33
"277",43.2542,10,0,8,2801.63,2486.41,4851.14,91254.77,1690.03,8,8,17021.13,36.01,2,9,0,8,2783.63,2455.41,4842.14,91163.74,1647.02,8,8,17021.13,36.01
"278",43.4102,10,0,7,2452.74,2850.72,5156.6,93275.2,1819.78,11,7,20603.05,30,1,9,0,7,2434.74,2819.72,5147.6,93184.17,1776.77,11,7,20603.05,30
"279",43.5662,7,0,2,2487.38,2776.15,4252.66,74976.52,1589.76,12,24,22904.28,27,1,6,0,2,2469.38,2745.15,4243.66,74885.49,1546.75,12,24,22904.28,27
"280",43.7222,4,0,4,2845.56,2934.55,4973.66,78200.39,1620.14,5,5,18906.04,41.01,0,3,0,4,2827.56,2903.55,4964.66,78109.36,1577.13,5,5,18906.04,41.01
"281",43.8783,8,0,11,2723,3478.64,5964.17,89823.78,1903.99,9,6,17989.21,24,1,7,0,11,2705,3447.64,5955.17,89732.75,1860.98,9,6,17989.21,24
"282",44.0343,3,0,9,2586.27,2911.03,5185.73,92397.55,1785.3,9,4,20907.45,27,4,2,0,9,2568.27,2880.03,5176.73,92306.52,1742.29,9,4,20907.45,27
"283",44.1903,8,0,7,2150.5,2754.7,4595.06,87714.08,1609,5,2,22073,27,0,7,0,7,2132.5,2723.7,4586.06,87623.05,1565.99,5,2,22073,27
"284",44.3463,9,0,7,2134.24,2105.81,4424.26,70823.67,1307.61,4,14,19279.66,20,2,8,0,7,2116.24,2074.81,4415.26,70732.64,1264.6,4,14,19279.66,20
"285",44.5023,8,0,3,2345.81,3987.87,4479.1,74261.58,1371.27,13,5,15190.98,12,1,7,0,3,2327.81,3956.87,4470.1,74170.55,1328.26,13,5,15190.98,12
"286",44.6583,13,0,6,2828.19,2546.55,4406.68,74499.69,1604.95,12,5,19542.6,24,0,12,0,6,2810.19,2515.55,4397.68,74408.66,1561.94,12,5,19542.6,24
"287",44.8143,3,0,4,2118.99,3240.65,3952.37,93686.33,1653.56,6,12,16895.02,15,0,2,0,4,2100.99,3209.65,3943.37,93595.3,1610.55,6,12,16895.02,15
"288",44.9703,4,0,6,1759.73,2493.54,3396.95,62144.54,1310.64,5,15,16792.99,11,0,3,0,6,1741.73,2462.54,3387.95,62053.51,1267.63,5,15,16792.99,11
"289",45.1264,7,0,8,2042.8,1537.99,3454.44,54871.21,1189.47,5,9,13602.54,126.06,0,6,0,8,2024.8,1506.99,3445.44,54780.18,1146.46,5,9,13602.54,126.06
"290",45.2824,8,0,7,1976.8,1277.2,3471.9,60837.21,1225.81,2,5,11170.49,13,0,7,0,7,1958.8,1246.2,3462.9,60746.18,1182.8,2,5,11170.49,13
"291",45.4384,7,0,8,4512.36,1421.68,3574.64,60232.66,1239.95,7,10,12310.6,9,0,6,0,8,4494.36,1390.68,3565.64,60141.63,1196.94,7,10,12310.6,9
"292",45.5944,4,0,3,1367.09,1426.74,2896.01,61847.36,1342.97,7,10,11783.68,10,1,3,0,3,1349.09,1395.74,2887.01,61756.33,1299.96,7,10,11783.68,10
"293",45.7504,10,0,10,1482.34,1871.29,3052.54,47136.54,1611.02,9,16,14919.84,10,2,9,0,10,1464.34,1840.29,3043.54,47045.51,1568.01,9,16,14919.84,10
"294",45.9064,7,0,6,1954.46,2274.6,2958.39,48517.79,1147.09,4,5,11001.5,3,0,6,0,6,1936.46,2243.6,2949.39,48426.76,1104.08,4,5,11001.5,3
"295",46.0625,9,0,7,1481.32,1440.89,3416.45,49591.8,1039.18,8,6,10151.57,6,4,8,0,7,1463.32,1409.89,3407.45,49500.77,996.17,8,6,10151.57,6
"296",46.2185,7,0,4,1958.52,1257.01,3113.97,47197.69,914.24,8,23,9979.64,10,0,6,0,4,1940.52,1226.01,3104.97,47106.66,871.23,8,23,9979.64,10
"297",46.3745,12,0,6,1248.92,1362.05,2215.78,41240.91,838.73,10,44.01,9216.76,6,0,11,0,6,1230.92,1331.05,2206.78,41149.88,795.72,10,44.01,9216.76,6
"298",46.5305,10,0,4,1353.96,2742.45,2250.37,35320.47,1123.89,4,10,8124.4,11,1,9,0,4,1335.96,2711.45,2241.37,35229.44,1080.88,4,10,8124.4,11
"299",46.6865,8,0,10,1380.23,1425.73,2367.43,54479.11,753.2,5,14,7731.85,7,0,7,0,10,1362.23,1394.73,2358.43,54388.08,710.19,5,14,7731.85,7
"300",46.8425,10,0,7,1295.37,1370.14,2669.21,44539.31,842.75,4,8,8306.71,6,1,9,0,7,1277.37,1339.14,2660.21,44448.28,799.74,4,8,8306.71,6
"301",46.9985,3,0,2,1047.17,1129.86,2224.94,38870.5,852.82,6,7,10511.31,6,5,2,0,2,1029.17,1098.86,2215.94,38779.47,809.81,6,7,10511.31,6
"302",47.1545,4,0,4,1038.09,977.64,1795.35,30154.03,1457.21,6,9,8195.8,5,0,3,0,4,1020.09,946.64,1786.35,30063,1414.2,6,9,8195.8,5
"303",47.3106,1,0,8,1308.5,1753.68,2211.72,38354.13,841.74,4,6,7167.97,1,0,0,0,8,1290.5,1722.68,2202.72,38263.1,798.73,4,6,7167.97,1
"304",47.4666,8,0,5,1514.7,1577.45,2254.44,39224.04,895.1,9,7,7873.2,11,1,7,0,5,1496.7,1546.45,2245.44,39133.01,852.09,9,7,7873.2,11
"305",47.6226,3,0,4,1013.91,1485.38,2077.52,37467.39,929.34,5,14,8775.93,11,1,2,0,4,995.91,1454.38,2068.52,37376.36,886.33,5,14,8775.93,11
"306",47.7786,5,0,1,966.55,929.29,1894.75,33168.53,953.52,7,7,9188.83,5,1,4,0,1,948.55,898.29,1885.75,33077.5,910.51,7,7,9188.83,5
"307",47.9346,5,0,3,1225.7,3376,2084.64,42337.39,768.29,3,8,6729.81,10,0,4,0,3,1207.7,3345,2075.64,42246.36,725.28,3,8,6729.81,10
"308",48.0906,10,0,9,1118.75,7880.4,2008.45,35186.38,899.13,3,4,6796.23,7,0,9,0,9,1100.75,7849.4,1999.45,35095.35,856.12,3,4,6796.23,7
"309",48.2466,8,0,3,1592.62,1823.7,2087.68,33973.36,926.32,5,12,7787.1,10,2,7,0,3,1574.62,1792.7,2078.68,33882.33,883.31,5,12,7787.1,10
"310",48.4026,1,0,2,934.32,1866.22,1869.39,32549.74,970.65,4,14,7135.19,8,0,0,0,2,916.32,1835.22,1860.39,32458.71,927.64,4,14,7135.19,8
"311",48.5586,3,0,3,856.79,2058.06,1529.98,25794.63,639.59,4,10,7263.19,6,1,2,0,3,838.79,2027.06,1520.98,25703.6,596.58,4,10,7263.19,6
"312",48.7147,4,0,8,1220.66,2830.29,1996.26,32496.07,829.67,3,9,6476.03,8,0,3,0,8,1202.66,2799.29,1987.26,32405.04,786.66,3,9,6476.03,8
"313",48.8707,4,0,8,1007.86,1750.64,1764.94,31330.09,828.66,2,8,6216.45,5,0,3,0,8,989.86,1719.64,1755.94,31239.06,785.65,2,8,6216.45,5
"314",49.0267,9,0,8,979.65,1797.26,2961.46,32296.15,828.66,11,8,6594.96,4,2,8,0,8,961.65,1766.26,2952.46,32205.12,785.65,11,8,6594.96,4
"315",49.1827,9,0,2,814.52,1414.61,1980.01,29424.6,691.86,5,8,7190.19,2,0,8,0,2,796.52,1383.61,1971.01,29333.57,648.85,5,8,7190.19,2
"316",49.3387,7,0,3,900.08,1618.96,1573.5,25977.36,647.63,3,3,6854.24,6,3,6,0,3,882.08,1587.96,1564.5,25886.33,604.62,3,3,6854.24,6
"317",49.4947,11,0,2,982.67,1355.99,1792.31,27358.49,739.12,5,3,5687.35,3,1,10,0,2,964.67,1324.99,1783.31,27267.46,696.11,5,3,5687.35,3
"318",49.6507,5,0,5,1066.32,1334.77,1761.9,31194.15,697.89,5,4,6150.33,4,0,4,0,5,1048.32,1303.77,1752.9,31103.12,654.88,5,4,6150.33,4
"319",49.8068,5,0,2,1014.91,1994.08,1563.37,30330.74,705.93,9,2,6194.4,20,1,4,0,2,996.91,1963.08,1554.37,30239.71,662.92,9,2,6194.4,20
"320",49.9628,7,0,2,864.84,2069.24,1512.78,25365.2,722.02,11,12,6673.95,25,1,6,0,2,846.84,2038.24,1503.78,25274.17,679.01,11,12,6673.95,25
"321",50.1188,1,0,3,1014.91,1797.26,1513.79,26389.11,669.74,9,5,5398.05,15,1,0,0,3,996.91,1766.26,1504.79,26298.08,626.73,9,5,5398.05,15
"322",50.2748,4,0,7,1004.84,2249.17,1579.57,25876.29,768.29,5,8,5598.51,5,0,3,0,7,986.84,2218.17,1570.57,25785.26,725.28,5,8,5598.51,5
"323",50.4308,8,0,6,1804.33,8614.58,1463.22,26061.6,968.63,20,24,5568.21,18,1,7,0,6,1786.33,8583.58,1454.22,25970.57,925.62,20,24,5568.21,18
"324",50.5868,18,0,6,1785.07,9104.12,1430.86,22969.25,870.94,15,15,5872.55,24,0,17,0,6,1767.07,9073.12,1421.86,22878.22,827.93,15,15,5872.55,24
"325",50.7428,6,1,5,1747.57,6618.27,1332.82,21477.6,665.72,6,12,5464.83,12,0,5,1,5,1729.57,6587.27,1323.82,21386.57,622.71,6,12,5464.83,12
"326",50.8988,14,0,5,1545.05,6273.91,1430.86,24346.82,688.84,8,18,4193.55,13,1,13,0,5,1527.05,6242.91,1421.86,24255.79,645.83,8,18,4193.55,13
"327",51.0549,10,0,5,1410.55,5838.43,1412.66,24882.72,613.46,10,14,5078.17,6,3,9,0,5,1392.55,5807.43,1403.66,24791.69,570.45,10,14,5078.17,6
"328",51.2109,14,0,6,1202.49,4928.1,1389.41,24067.08,676.78,6,8,5413.7,8,3,13,0,6,1184.49,4897.1,1380.41,23976.05,633.77,6,8,5413.7,8
"329",51.3669,10,0,5,893.03,3664.62,1108.72,20231.05,572.27,4,13,4531.95,6,0,9,0,5,875.03,3633.62,1099.72,20140.02,529.26,4,13,4531.95,6
"330",51.5229,6,0,5,943.38,2980.57,1047.21,19284.76,499.97,4,4,3761.24,9,1,5,0,5,925.38,2949.57,1038.21,19193.73,456.96,4,4,3761.24,9
"331",51.6789,7,0,2,1009.88,3071.64,1230.82,19981.28,536.11,7,4,4026.23,7,0,6,0,2,991.88,3040.64,1221.82,19890.25,493.1,7,4,4026.23,7
"332",51.8349,6,0,3,957.48,3389.34,1139.99,19155.94,545.15,1,14,4206.98,9,1,5,0,3,939.48,3358.34,1130.99,19064.91,502.14,1,14,4206.98,9
"333",51.9909,6,0,2,731.03,2809.85,988.76,17831.17,454.8,3,7,4011.78,8,0,5,0,2,713.03,2778.85,979.76,17740.14,411.79,3,7,4011.78,8
"334",52.1469,3,0,2,832.64,3190.43,1016.98,16097.36,357.5,5,6,3817.9,5,0,2,0,2,814.64,3159.43,1007.98,16006.33,314.49,5,6,3817.9,5
"335",52.303,8,0,1,986.7,3433.47,1067.38,18532.24,411.66,3,6,3275.98,6,0,7,0,1,968.7,3402.47,1058.38,18441.21,368.65,3,6,3275.98,6
"336",52.459,5,0,5,875.92,3704.72,890.05,15653.32,870.94,6,7,3282.14,4,0,4,0,5,857.92,3673.72,881.05,15562.29,827.93,6,7,3282.14,4
"337",52.615,6,0,2,793.39,3527.94,673.75,12713.36,367.52,3,12,3008.44,10,5,5,0,2,775.39,3496.94,664.75,12622.33,324.51,3,12,3008.44,10
"338",52.771,7,0,1,703.89,3244.74,589.34,10623.18,294.34,5,4,2405.72,8,2,6,0,1,685.89,3213.74,580.34,10532.15,251.33,5,4,2405.72,8
"339",52.927,9,0,7,803.46,3983.74,620.48,10625.76,295.34,5,1,2125.76,9,1,8,0,7,785.46,3952.74,611.48,10534.73,252.33,5,1,2125.76,9
"340",53.083,3,0,5,797.42,5046.49,652.64,10047.21,296.34,2,8,2352.73,8,0,2,0,5,779.42,5015.49,643.64,9956.18,253.33,2,8,2352.73,8
"341",53.239,3,0,1,825.59,4846.12,610.43,9664.67,355.49,4,8,2384.32,18,0,2,0,1,807.59,4815.12,601.43,9573.64,312.48,4,8,2384.32,18
"342",53.3951,7,0,0,775.29,4010.54,506.99,8767.05,299.35,3,4,2165.42,8,1,6,0,0,757.29,3979.54,497.99,8676.02,256.34,3,4,2165.42,8
"343",53.5511,7,0,1,720.98,3921.92,535.1,8194.31,274.29,2,2,2465.86,14,0,6,0,1,702.98,3890.92,526.1,8103.28,231.28,2,2,2465.86,14
"344",53.7071,4,0,3,829.62,3999.2,618.47,10249.15,319.4,0,1,2252.94,12,0,3,0,3,811.62,3968.2,609.47,10158.12,276.39,0,1,2252.94,12
"345",53.8631,5,0,2,756.18,4176.62,626.51,10160.56,273.29,4,5,2435.28,13,1,4,0,2,738.18,4145.62,617.51,10069.53,230.28,4,5,2435.28,13
"346",54.0191,4,0,0,651.62,3500.2,640.58,9730.33,306.36,1,2,2504.61,12,0,3,0,0,633.62,3469.2,631.58,9639.3,263.35,1,2,2504.61,12
"347",54.1751,2,0,0,584.3,3134.1,505.99,8171.96,236.22,2,4,2173.56,3,2,1,0,0,566.3,3103.1,496.99,8080.93,193.21,2,4,2173.56,3
"348",54.3311,3,0,3,723.99,3490.96,601.39,9033.46,235.21,3,3,2086.1,7,1,2,0,3,705.99,3459.96,592.39,8942.43,192.2,3,3,2086.1,7
"349",54.4871,5,0,0,718.97,3502.26,668.72,9777.7,290.33,2,1,2191.87,9,0,4,0,0,700.97,3471.26,659.72,9686.67,247.32,2,1,2191.87,9
"350",54.6432,2,0,2,713.94,3272.42,656.66,9864.96,283.31,2,6,2569.91,9,0,1,0,2,695.94,3241.42,647.66,9773.93,240.3,2,6,2569.91,9
"351",54.7992,2,0,1,560.19,2664.87,515.02,8849.38,1099.68,1,1,2483.2,7,0,1,0,1,542.19,2633.87,506.02,8758.35,1056.67,1,1,2483.2,7
"352",54.9552,5,0,2,615.44,2886.5,555.19,9047.38,265.27,0,2,2252.94,2,1,4,0,2,597.44,2855.5,546.19,8956.35,222.26,0,2,2252.94,2
"353",55.1112,2,0,0,669.71,3074.71,604.41,9282.15,281.31,1,2,2129.82,6,0,1,0,0,651.71,3043.71,595.41,9191.12,238.3,1,2,2129.82,6
"354",55.2672,2,0,0,645.59,2976.48,648.62,9957.67,301.35,1,2,2275.33,11,0,1,0,0,627.59,2945.48,639.62,9866.64,258.34,1,2,2275.33,11
"355",55.4232,3,0,1,520.03,2455.84,538.12,9243.53,292.33,2,0,2426.1,7,0,2,0,1,502.03,2424.84,529.12,9152.5,249.32,2,0,2426.1,7
"356",55.5792,4,0,0,601.38,2253.24,562.22,7782,270.28,0,2,2413.87,4,0,3,0,0,583.38,2222.24,553.22,7690.97,227.27,0,2,2413.87,4
"357",55.7352,4,0,1,630.51,2722.03,586.32,8375.36,253.25,1,1,2124.74,3,0,3,0,1,612.51,2691.03,577.32,8284.33,210.24,1,1,2124.74,3
"358",55.8913,6,0,1,615.44,2716.92,658.67,9017.39,246.24,3,3,2036.3,5,0,5,0,1,597.44,2685.92,649.67,8926.36,203.23,3,3,2036.3,5
"359",56.0473,3,0,2,619.46,2503.73,649.62,10527.18,383.57,4,2,2383.3,4,2,2,0,2,601.46,2472.73,640.62,10436.15,340.56,4,2,2383.3,4
"360",56.2033,10,0,1,510.99,1958.55,674.75,9259.62,256.25,2,2,2351.71,5,1,9,0,1,492.99,1927.55,665.75,9168.59,213.24,2,2,2351.71,5
"361",56.3593,4,1,1,529.07,2240.01,525.06,8344.45,252.25,4,6,2194.93,3,1,3,1,1,511.07,2209.01,516.06,8253.42,209.24,4,6,2194.93,3
"362",56.5153,4,0,3,581.29,2079.39,637.56,8855.79,235.21,1,5,1981.44,3,0,3,0,3,563.29,2048.39,628.56,8764.76,192.2,1,5,1981.44,3
"363",56.6713,3,0,0,552.16,2145.45,709.94,9377.68,284.31,0,2,2252.94,6,1,2,0,0,534.16,2114.45,700.94,9286.65,241.3,0,2,2252.94,6
"364",56.8273,2,0,2,447.76,1767.86,490.93,9214.57,271.29,0,4,2613.79,3,1,1,0,2,429.76,1736.86,481.93,9123.54,228.28,0,4,2613.79,3
"365",56.9834,3,0,2,475.86,1658.45,491.93,8457.44,231.21,1,2,2197.98,6,0,2,0,2,457.86,1627.45,482.93,8366.41,188.2,1,2,2197.98,6
"366",57.1394,2,0,1,473.86,1765.84,604.41,9710.95,219.19,1,0,2279.4,5,0,1,0,1,455.86,1734.84,595.41,9619.92,176.18,1,0,2279.4,5
"367",57.2954,3,0,2,524.05,1714.16,666.71,11138.26,269.28,0,0,2223.42,6,0,2,0,2,506.05,1683.16,657.71,11047.23,226.27,0,0,2223.42,6
"368",57.4514,3,0,2,505.97,1564.3,610.43,9816.48,205.16,1,2,2433.24,4,0,2,0,2,487.97,1533.3,601.43,9725.45,162.15,1,2,2433.24,4
"369",57.6074,2,0,1,459.81,1550.13,601.39,10611.67,214.18,1,0,2232.58,6,1,1,0,1,441.81,1519.13,592.39,10520.64,171.17,1,0,2232.58,6
"370",57.7634,1,0,3,513,1316.59,515.02,8361.5,204.16,3,2,2152.2,5,0,0,0,3,495,1285.59,506.02,8270.47,161.15,3,2,2152.2,5
"371",57.9194,1,0,0,469.84,1635.16,636.56,9480.8,246.24,0,0,2121.69,3,0,0,0,0,451.84,1604.16,627.56,9389.77,203.23,0,0,2121.69,3
"372",58.0754,4,0,1,496.94,1624.02,618.47,9591.52,248.24,3,0,2018.01,6,0,3,0,1,478.94,1593.02,609.47,9500.49,205.23,3,0,2018.01,6
"373",58.2315,2,0,1,427.7,1299.42,548.16,9341.18,245.23,0,0,2104.4,14,0,1,0,1,409.7,1268.42,539.16,9250.15,202.22,0,0,2104.4,14
