"","Time","Li7","Be9","B11","Mg24","Al27","Ca43","Ca44","Mn55","Cu65","Zn66","Sr88","Ba137","U238","backCorrLi7","backCorrBe9","backCorrB11","backCorrMg24","backCorrAl27","backCorrCa43","backCorrCa44","backCorrMn55","backCorrCu65","backCorrZn66","backCorrSr88","backCorrBa137"
"394",61.5101,5,0,1,476.87,611.43,977.67,14559.04,365.52,11,1,2756.79,2,0,3,0,1,458.87,579.43,967.67,14461,321.51,11,1,2756.79,2
"395",61.6661,2,0,1,540.11,1078.43,905.15,17277.96,512.02,4,2,3654.16,0,1,0,0,1,522.11,1046.43,895.15,17179.92,468.01,4,2,3654.16,0
"396",61.8222,11,0,1,793.39,922.24,935.36,14708,380.56,6,2,3391.99,4,0,9,0,1,775.39,890.24,925.36,14609.96,336.55,6,2,3391.99,4
"397",61.9782,2,0,1,550.15,1039.11,939.39,16655.86,387.58,5,2,3303.69,1,0,0,0,1,532.15,1007.11,929.39,16557.82,343.57,5,2,3303.69,1
"398",62.1342,4,0,1,633.53,954.47,938.39,16447.71,382.57,7,1,2816.08,2,1,2,0,1,615.53,922.47,928.39,16349.67,338.56,7,1,2816.08,2
"399",62.2902,3,0,2,499.95,613.43,1000.85,16047.01,450.79,10,2,2733.29,6,0,1,0,2,481.95,581.43,990.85,15948.97,406.78,10,2,2733.29,6
"400",62.4462,7,0,0,632.52,580.28,953.5,20852.3,410.65,3,1,3271.88,4,0,5,0,0,614.52,548.28,943.5,20754.26,366.64,3,1,3271.88,4
"401",62.6022,2,0,2,530.07,758.19,995.81,17341.94,360.5,4,1,3550.25,6,2,0,0,2,512.07,726.19,985.81,17243.9,316.49,4,1,3550.25,6
"402",62.7582,4,0,0,570.24,582.29,879.98,38797.92,386.58,7,1,3078.09,2,0,2,0,0,552.24,550.29,869.98,38699.88,342.57,7,1,3078.09,2
"403",62.9142,3,0,3,587.31,1793.21,1035.12,19762.45,457.81,8,3,2742.48,1,0,1,0,3,569.31,1761.21,1025.12,19664.41,413.8,8,3,2742.48,1
"404",63.0703,4,0,0,577.27,1184.34,878.97,18466.05,373.54,2,4,3211.35,4,0,2,0,0,559.27,1152.34,868.97,18368.01,329.53,2,4,3211.35,4
"405",63.2263,1,0,3,614.44,778.31,915.22,15410.17,391.6,3,3,3383.77,5,2,-1,0,3,596.44,746.31,905.22,15312.13,347.59,3,3,3383.77,5
"406",63.3823,0,0,1,497.94,915.19,772.29,14440.05,385.58,6,2,2899.95,2,1,-2,0,1,479.94,883.19,762.29,14342.01,341.57,6,2,2899.95,2
"407",63.5383,6,0,2,526.05,1020.97,857.83,13158.02,367.52,4,3,4619.02,9,0,4,0,2,508.05,988.97,847.83,13059.98,323.51,4,3,4619.02,9
"408",63.6943,2,0,2,1130.86,1686.8,938.39,16798.06,391.6,4,1,3101.66,3,0,0,0,2,1112.86,1654.8,928.39,16700.02,347.59,4,1,3101.66,3
"409",63.8503,2,0,0,615.44,1136.92,945.44,17112.79,410.65,1,0,3227.76,11,1,0,0,0,597.44,1104.92,935.44,17014.75,366.64,1,0,3227.76,11
"410",64.0063,3,0,1,488.91,1597.7,825.62,14894.17,404.64,3,1,3066.82,2,0,1,0,1,470.91,1565.7,815.62,14796.13,360.63,3,1,3066.82,2
"411",64.1624,5,0,0,605.39,834.65,903.14,14258.06,368.53,5,1,3128.3,4,0,3,0,0,587.39,802.65,893.14,14160.02,324.52,5,1,3128.3,4
"412",64.3184,2,0,0,578.27,1425.73,953.5,16208.86,292.33,6,3,2861.07,3,0,0,0,0,560.27,1393.73,943.5,16110.82,248.32,6,3,2861.07,3
"413",64.4744,5,0,1,610.42,1070.36,910.19,15424.66,364.52,8,2,2595.42,6,0,3,0,1,592.42,1038.36,900.19,15326.62,320.51,8,2,2595.42,6
"414",64.6304,2,0,1,590.33,945.4,878.97,18324.34,334.43,3,2,3304.72,1,0,0,0,1,572.33,913.4,868.97,18226.3,290.42,3,2,3304.72,1
"415",64.7864,0,0,4,583.3,751.15,817.57,16799.9,362.51,8,5,3185.71,9,1,-2,0,4,565.3,719.15,807.57,16701.86,318.5,8,5,3185.71,9
"416",64.9424,4,0,4,482.89,867.87,902.13,15212.59,373.54,6,3,2847.78,3,0,2,0,4,464.89,835.87,892.13,15114.55,329.53,6,3,2847.78,3
"417",65.0984,1,0,2,570.24,846.73,865.88,15149.22,416.67,5,0,2737.37,5,1,-1,0,2,552.24,814.73,855.88,15051.18,372.66,5,0,2737.37,5
"418",65.2544,1,0,3,513,1454.04,805.5,15497.61,392.6,4,0,2950.09,4,1,-1,0,3,495,1422.04,795.5,15399.57,348.59,4,0,2950.09,4
"419",65.4105,2,0,2,453.78,849.75,831.66,13080.78,391.6,7,0,3333.46,1,0,0,0,2,435.78,817.75,821.66,12982.74,347.59,7,0,3333.46,1
"420",65.5665,4,0,1,653.63,889.01,866.89,11197.52,396.61,4,1,2960.32,2,0,2,0,1,635.63,857.01,856.89,11099.48,352.6,4,1,2960.32,2
"421",65.7225,3,0,2,561.2,1415.62,801.47,10745.02,382.57,5,3,2720,5,0,1,0,2,543.2,1383.62,791.47,10646.98,338.56,5,3,2720,5
"422",65.8785,5,0,2,539.11,1154.07,844.74,14256.84,356.49,6,1,2508.69,4,0,3,0,2,521.11,1122.07,834.74,14158.8,312.48,6,1,2508.69,4
"423",66.0345,4,0,0,532.08,958.5,728.04,15542.43,356.49,9,2,3026.88,1,0,2,0,0,514.08,926.5,718.04,15444.39,312.48,9,2,3026.88,1
"424",66.1905,2,0,1,467.83,5495.03,834.68,14618.85,349.47,5,0,2993.08,1,0,0,0,1,449.83,5463.03,824.68,14520.81,305.46,5,0,2993.08,1
"425",66.3465,2,0,0,452.78,743.42,791.41,13533.67,365.52,6,0,2563.78,4,0,0,0,0,434.78,711.42,781.41,13435.63,321.51,6,0,2563.78,4
"426",66.5025,1,0,2,488.91,662.67,796.44,14305.22,377.55,7,0,2463.82,1,0,-1,0,2,470.91,630.67,786.44,14207.18,333.54,7,0,2463.82,1
"427",66.6586,1,0,1,665.69,874.92,906.16,14129.12,422.69,3,2,2730.22,3,0,-1,0,1,647.69,842.92,896.16,14031.08,378.68,3,2,2730.22,3
"428",66.8146,5,0,1,425.69,916.2,795.43,15019.05,394.6,9,4,2654.63,17,1,3,0,1,407.69,884.2,785.43,14921.01,350.59,9,4,2654.63,17
"429",66.9706,5,0,2,480.88,622.48,851.79,13924.54,364.52,10,2,2790.52,3,0,3,0,2,462.88,590.48,841.79,13826.5,320.51,10,2,2790.52,3
"430",67.1266,1,0,1,481.88,773.28,846.76,14951.64,319.4,6,1,2468.92,7,0,-1,0,1,463.88,741.28,836.76,14853.6,275.39,6,1,2468.92,7
"431",67.2826,4,0,0,510.99,1264.08,822.6,14575.99,403.63,10,2,3708.71,24,0,2,0,0,492.99,1232.08,812.6,14477.95,359.62,10,2,3708.71,24
"432",67.4386,3,0,1,483.89,807.48,906.16,16191.3,353.48,2,0,6186.01,3,0,1,0,1,465.89,775.48,896.16,16093.26,309.47,2,0,6186.01,3
"433",67.5946,0,0,2,438.73,942.38,801.47,14252.54,410.65,7,1,2886.65,3,2,-2,0,2,420.73,910.38,791.47,14154.5,366.64,7,1,2886.65,3
"434",67.7507,4,0,4,493.93,1138.94,852.8,12380.21,428.71,5,1,5824.39,6,0,2,0,4,475.93,1106.94,842.8,12282.17,384.7,5,1,5824.39,6
"435",67.9067,5,0,3,520.03,718.97,839.71,16241.41,399.62,7,0,2645.44,2,1,3,0,3,502.03,686.97,829.71,16143.37,355.61,7,0,2645.44,2
"436",68.0627,2,0,1,534.09,676.75,889.04,16316.31,436.74,10,1,2810.97,6,0,0,0,1,516.09,644.75,879.04,16218.27,392.73,10,1,2810.97,6
"437",68.2187,6,0,2,484.9,943.39,889.04,16092.82,467.85,17,3,2845.73,2,1,4,0,2,466.9,911.39,879.04,15994.78,423.84,17,3,2845.73,2
"438",68.3747,0,0,0,420.67,817.55,910.19,15389.17,463.83,7,2,3236.99,11,0,-2,0,0,402.67,785.55,900.19,15291.13,419.82,7,2,3236.99,11
"439",68.5307,4,0,1,784.34,1000.81,774.31,15765.8,427.71,3,2,3219.56,11,0,2,0,1,766.34,968.81,764.31,15667.76,383.7,3,2,3219.56,11
"440",68.6867,6,0,1,523.04,804.47,936.37,16884.63,396.61,4,1,2738.4,11,1,4,0,1,505.04,772.47,926.37,16786.59,352.6,4,1,2738.4,11
"441",68.8428,3,0,0,539.11,1014.92,797.45,14948.08,450.79,3,1,2955.21,8,0,1,0,0,521.11,982.92,787.45,14850.04,406.78,3,1,2955.21,8
"442",68.9988,1,0,1,475.86,738.08,745.14,16425.36,478.89,5,1,2890.74,6,2,-1,0,1,457.86,706.08,735.14,16327.32,434.88,5,1,2890.74,6
"443",69.1548,4,0,4,586.31,1020.97,737.09,12534.81,424.7,10,0,2873.35,5,0,2,0,4,568.31,988.97,727.09,12436.77,380.69,10,0,2873.35,5
"444",69.3108,7,0,0,526.05,965.55,853.8,15563.67,417.68,3,3,2782.34,0,0,5,0,0,508.05,933.55,843.8,15465.63,373.67,3,3,2782.34,0
"445",69.4668,1,1,3,641.57,988.72,826.63,16812.3,416.67,3,2,2577.05,10,0,-1,1,3,623.57,956.72,816.63,16714.26,372.66,3,2,2577.05,10
"446",69.6228,2,0,1,486.9,1060.28,859.84,14899.69,522.06,3,2,2625.02,10,0,0,0,1,468.9,1028.28,849.84,14801.65,478.05,3,2,2625.02,10
"447",69.7788,1,0,0,476.87,989.73,803.48,13881.07,390.59,7,1,2859.03,5,0,-1,0,0,458.87,957.73,793.48,13783.03,346.58,7,1,2859.03,5
"448",69.9348,6,0,1,538.1,1153.06,974.65,15801.9,398.62,16,0,2901.99,5,0,4,0,1,520.1,1121.06,964.65,15703.86,354.61,16,0,2901.99,5
"449",70.0909,5,0,2,611.42,3598.83,937.38,14998.06,495.95,7,1,3182.64,12,0,3,0,2,593.42,3566.83,927.38,14900.02,451.94,7,1,3182.64,12
"450",70.2469,2,0,1,677.75,1476.28,951.48,23411.7,452.8,5,6,3152.91,21,1,0,0,1,659.75,1444.28,941.48,23313.66,408.79,5,6,3152.91,21
"451",70.4029,0,0,1,540.11,1179.29,844.74,16240.91,429.72,8,1,3005.37,3,2,-2,0,1,522.11,1147.29,834.74,16142.87,385.71,8,1,3005.37,3
"452",70.5589,1,0,1,567.22,1213.6,894.07,15752.91,389.59,3,1,2968.51,9,0,-1,0,1,549.22,1181.6,884.07,15654.87,345.58,3,1,2968.51,9
"453",70.7149,2,1,2,538.1,1323.66,969.61,15749.22,430.72,5,2,2880.51,2,0,0,1,2,520.1,1291.66,959.61,15651.18,386.71,5,2,2880.51,2
"454",70.8709,3,0,2,561.2,1378.22,904.14,15803.01,441.76,10,1,3096.53,2,0,1,0,2,543.2,1346.22,894.14,15704.97,397.75,10,1,3096.53,2
"455",71.0269,3,0,1,470.84,1318.61,861.86,16797.32,381.57,6,1,2928.6,6,0,1,0,1,452.84,1286.61,851.86,16699.28,337.56,6,1,2928.6,6
"456",71.1829,4,0,3,579.28,1271.15,1113.77,18219.71,446.77,5,2,3472.12,3,0,2,0,3,561.28,1239.15,1103.77,18121.67,402.76,5,2,3472.12,3
"457",71.339,0,0,0,854.78,1246.91,1042.17,18612.67,460.82,5,1,3168.28,5,0,-2,0,0,836.78,1214.91,1032.17,18514.63,416.81,5,1,3168.28,5
"458",71.495,3,0,2,590.33,1241.87,1022.01,17524.05,499.97,6,4,3495.76,2,1,1,0,2,572.33,1209.87,1012.01,17426.01,455.96,6,4,3495.76,2
"459",71.651,4,0,0,623.48,1379.23,1547.18,20876.37,520.05,7,1,3243.15,8,1,2,0,0,605.48,1347.23,1537.18,20778.33,476.04,7,1,3243.15,8
"460",71.807,9,0,2,634.53,1566.32,1116.79,20557.46,623.51,18,1,4442.86,5,0,7,0,2,616.53,1534.32,1106.79,20459.42,579.5,18,1,4442.86,5
"461",71.963,3,0,7,737.07,1557.21,1256.06,24681.7,630.54,10,2,4529.88,7,0,1,0,7,719.07,1525.21,1246.06,24583.66,586.53,10,2,4529.88,7
"462",72.119,2,0,2,810.5,2359.08,1403.56,26354.35,596.38,11,3,4843.2,7,0,0,0,2,792.5,2327.08,1393.56,26256.31,552.37,11,3,4843.2,7
"463",72.275,2,0,1,775.29,1465.16,1571.47,25031.67,649.64,5,1,4885.79,6,1,0,0,1,757.29,1433.16,1561.47,24933.63,605.63,5,1,4885.79,6
"464",72.431,3,0,1,673.73,1642.24,1345.95,22697.86,611.45,2,1,5303.15,7,1,1,0,1,655.73,1610.24,1335.95,22599.82,567.44,2,1,5303.15,7
"465",72.5871,3,0,2,593.34,1634.14,1384.36,20345.87,620.49,7,2,4405.59,6,0,1,0,2,575.34,1602.14,1374.36,20247.83,576.48,7,2,4405.59,6
"466",72.7431,4,0,3,646.59,1741.51,1149.07,20433.31,508,9,1,3386.85,5,0,2,0,3,628.59,1709.51,1139.07,20335.27,463.99,9,1,3386.85,5
"467",72.8991,0,0,1,703.89,1493.48,1279.28,21418.41,528.08,5,0,3846.76,5,0,-2,0,1,685.89,1461.48,1269.28,21320.37,484.07,5,0,3846.76,5
"468",73.0551,3,0,1,631.52,1481.34,1093.6,21764.58,487.92,4,0,3708.71,2,0,1,0,1,613.52,1449.34,1083.6,21666.54,443.91,4,0,3708.71,2
"469",73.2111,2,0,3,566.22,1189.38,992.79,17806.12,463.83,11,1,3680.92,2,0,0,0,3,548.22,1157.38,982.79,17708.08,419.82,11,1,3680.92,2
"470",73.3671,5,0,0,554.17,1353.97,1087.54,17223.44,410.65,4,2,3964.31,6,0,3,0,0,536.17,1321.97,1077.54,17125.4,366.64,4,2,3964.31,6
"471",73.5231,6,0,2,599.37,1265.09,1068.39,18206.08,399.62,5,2,3244.18,4,0,4,0,2,581.37,1233.09,1058.39,18108.04,355.61,5,2,3244.18,4
"472",73.6791,2,0,2,638.55,2436.48,1172.28,95086.98,704.93,7,0,3144.7,4,1,0,0,2,620.55,2404.48,1162.28,94988.94,660.92,7,0,3144.7,4
"473",73.8352,3,0,2,521.03,1635.16,983.72,17553.28,401.63,2,0,3442.32,1,1,1,0,2,503.03,1603.16,973.72,17455.24,357.62,2,0,3442.32,1
"474",73.9912,1,0,0,487.91,1042.13,872.93,15626.05,545.15,0,3,3578.02,7,0,-1,0,0,469.91,1010.13,862.93,15528.01,501.14,0,3,3578.02,7
"475",74.1472,3,0,1,550.15,1190.39,1025.04,16439.11,414.67,4,1,3169.31,2,0,1,0,1,532.15,1158.39,1015.04,16341.07,370.66,4,1,3169.31,2
"476",74.3032,3,0,3,600.37,1098.59,1035.12,16092.08,417.68,7,1,2573.99,6,0,1,0,3,582.37,1066.59,1025.12,15994.04,373.67,7,1,2573.99,6
"477",74.4592,2,0,2,488.91,1016.94,996.82,16986.06,391.6,6,3,3135.48,9,0,0,0,2,470.91,984.94,986.82,16888.02,347.59,6,3,3135.48,9
"478",74.6152,1,0,2,462.82,869.88,2273.78,17847.75,480.9,3,0,3531.74,7,0,-1,0,2,444.82,837.88,2263.78,17749.71,436.89,3,0,3531.74,7
"479",74.7712,4,0,1,482.89,729.03,841.73,14672.14,388.59,6,0,3206.22,3,0,2,0,1,464.89,697.03,831.73,14574.1,344.58,6,0,3206.22,3
"480",74.9272,1,0,0,490.92,746.12,886.02,15647.3,424.7,5,2,2797.68,3,0,-1,0,0,472.92,714.12,876.02,15549.26,380.69,5,2,2797.68,3
"481",75.0833,4,0,2,581.29,929.29,1038.14,17718.32,531.09,7,1,3319.09,5,0,2,0,2,563.29,897.29,1028.14,17620.28,487.08,7,1,3319.09,5
"482",75.2393,4,0,2,516.01,971.59,1040.16,18873.01,501.98,7,2,3470.07,7,0,2,0,2,498.01,939.59,1030.16,18774.97,457.97,7,2,3470.07,7
"483",75.3953,6,0,1,457.8,907.13,913.21,18231.5,493.95,5,0,3588.31,1,1,4,0,1,439.8,875.13,903.21,18133.46,449.94,5,0,3588.31,1
"484",75.5513,13,0,4,514.01,952.45,847.76,15460.64,369.53,1,3,2964.42,4,2,11,0,4,496.01,920.45,837.76,15362.6,325.52,1,3,2964.42,4
"485",75.7073,5,0,0,535.09,1320.63,976.67,17467.32,468.85,2,2,2867.21,2,1,3,0,0,517.09,1288.63,966.67,17369.28,424.84,2,2,2867.21,2
"486",75.8633,1,0,1,593.34,1168.19,1049.23,17519.14,1855.28,3,0,3426.91,4,0,-1,0,1,575.34,1136.19,1039.23,17421.1,1811.27,3,0,3426.91,4
"487",76.0193,3,0,2,470.84,1020.97,932.34,16989.99,454.8,7,0,3499.87,2,1,1,0,2,452.84,988.97,922.34,16891.95,410.79,7,0,3499.87,2
"488",76.1754,2,0,1,500.96,841.7,915.22,15169.73,416.67,7,0,3106.78,4,1,0,0,1,482.96,809.7,905.22,15071.69,372.66,7,0,3106.78,4
"489",76.3314,6,0,2,542.12,976.63,968.61,19996.51,399.62,4,7,2978.75,0,0,4,0,2,524.12,944.63,958.61,19898.47,355.61,4,7,2978.75,0
"490",76.4874,0,0,0,560.19,2392.68,1009.92,17760.93,448.78,5,0,3056.58,3,0,-2,0,0,542.19,2360.68,999.92,17662.89,404.77,5,0,3056.58,3
"491",76.6434,2,0,6,576.26,1174.25,1096.62,18877.68,574.28,3,2,3546.14,3,1,0,0,6,558.26,1142.25,1086.62,18779.64,530.27,3,2,3546.14,3
"492",76.7994,2,0,2,459.81,906.13,917.24,15161.26,407.64,6,2,3503.99,9,2,0,0,2,441.81,874.13,907.24,15063.22,363.63,6,2,3503.99,9
"493",76.9554,1,0,1,499.95,992.75,851.79,15778.2,439.75,4,1,3069.9,3,0,-1,0,1,481.95,960.75,841.79,15680.16,395.74,4,1,3069.9,3
"494",77.1114,5,0,1,554.17,1235.81,1078.47,17090.45,472.87,1,1,2844.71,5,0,3,0,1,536.17,1203.81,1068.47,16992.41,428.86,1,1,2844.71,5
"495",77.2674,6,0,3,542.12,1260.04,1005.89,17043.66,484.91,5,0,3195.97,10,0,4,0,3,524.12,1228.04,995.89,16945.62,440.9,5,0,3195.97,10
"496",77.4235,3,0,0,593.34,1616.93,992.79,17519.14,547.16,4,1,3571.85,6,0,1,0,0,575.34,1584.93,982.79,17421.1,503.15,4,1,3571.85,6
"497",77.5795,2,0,0,574.26,1521.8,756.2,14898.96,460.82,4,0,3175.46,7,0,0,0,0,556.26,1489.8,746.2,14800.92,416.81,4,0,3175.46,7
"498",77.7355,5,0,1,556.18,1518.76,918.24,14718.56,462.83,7,0,3978.76,6,0,3,0,1,538.18,1486.76,908.24,14620.52,418.82,7,0,3978.76,6
"499",77.8915,4,0,0,590.33,1563.28,973.64,17598.1,412.66,10,0,2975.68,3,0,2,0,0,572.33,1531.28,963.64,17500.06,368.65,10,0,2975.68,3
"500",78.0475,1,0,5,592.34,1393.38,1040.16,17432.32,445.77,1,0,3518.38,5,0,-1,0,5,574.34,1361.38,1030.16,17334.28,401.76,1,0,3518.38,5
"501",78.2035,4,0,0,471.85,1384.29,910.19,16106.57,479.89,4,3,3422.8,3,0,2,0,0,453.85,1352.29,900.19,16008.53,435.88,4,3,3422.8,3
"502",78.3595,2,0,0,560.19,1340.84,928.31,14354.95,481.9,3,1,3122.15,4,0,0,0,0,542.19,1308.84,918.31,14256.91,437.89,3,1,3122.15,4
"503",78.5155,3,0,0,731.03,2185.1,979.69,15528.92,451.79,10,1,2828.35,1,0,1,0,0,713.03,2153.1,969.69,15430.88,407.78,10,1,2828.35,1
"504",78.6716,5,0,3,661.67,2254.26,1011.94,17174.56,528.08,13,0,3004.35,11,0,3,0,3,643.67,2222.26,1001.94,17076.52,484.07,13,0,3004.35,11
"505",78.8276,2,0,1,613.43,2831.31,871.92,15623.97,430.72,10,2,3087.31,3,0,0,0,1,595.43,2799.31,861.92,15525.93,386.71,10,2,3087.31,3
"506",78.9836,2,0,3,603.39,1855.06,766.26,13638.78,375.55,8,2,3082.19,3,0,0,0,3,585.39,1823.06,756.26,13540.74,331.54,8,2,3082.19,3
"507",79.1396,3,0,0,549.15,2095.65,793.42,16513.16,346.47,3,1,2475.04,4,0,1,0,0,531.15,2063.65,783.42,16415.12,302.46,3,1,2475.04,4
"508",79.2956,3,0,1,588.32,2013.37,855.82,16810.21,474.87,12,2,2692.42,7,1,1,0,1,570.32,1981.37,845.82,16712.17,430.86,12,2,2692.42,7
"509",79.4516,0,0,2,514.01,1837.82,937.38,15741.85,374.54,6,0,3110.88,4,0,-2,0,2,496.01,1805.82,927.38,15643.81,330.53,6,0,3110.88,4
"510",79.6076,4,0,1,439.74,1567.33,833.67,14594.53,404.64,6,1,3071.94,5,0,2,0,1,421.74,1535.33,823.67,14496.49,360.63,6,1,3071.94,5
"511",79.7637,6,0,2,449.77,1457.07,786.38,12930.23,352.48,3,1,2800.74,4,1,4,0,2,431.77,1425.07,776.38,12832.19,308.47,3,1,2800.74,4
"512",79.9197,2,0,0,520.03,1467.18,857.83,14919.34,355.49,9,0,2646.47,4,0,0,0,0,502.03,1435.18,847.83,14821.3,311.48,9,0,2646.47,4
